,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_annual,tas_annual_unit,tas_IMS_median,tas_IMS_median_un,tmax_annual,tmax_annual_un,tmin_annual,tmin_annual_un,pr_annual,pr_annual_unit,pr_IMS_median,pr_IMS_median_un
"Manitoba Hydro, 2015",102,Nelson River,10207,10207,102.01,2040,2069,NA,10207.01,,,2.6,deltaC,,,,,,,7,%,,
"Manitoba Hydro, 2015",102,Nelson River,10208,10208,102.01,2040,2069,NA,10208.01,,,2.4,deltaC,,,,,,,6.1,%,,
"Du et al., 2019",40,Great Slave Lake,4001,4001,40.01,1982,2013,4001,4001.01,,,,,,,,,,,510,mm,,
"Du et al., 2019",40,Great Slave Lake,4001,4001,40.02,2021,2060,NA,4001.02,,,,,,,,,,,538,mm,,
"Du et al., 2019",40,Great Slave Lake,4001,4001,40.03,2021,2060,NA,4001.03,,,,,,,,,,,549,mm,,
"Du et al., 2019",40,Great Slave Lake,4001,4001,40.04,2061,2100,NA,4001.04,,,,,,,,,,,562,mm,,
"Du et al., 2019",40,Great Slave Lake,4001,4001,40.05,2061,2100,NA,4001.05,,,,,,,,,,,579,mm,,
"Gombault et al., 2015",58,St. Lawrence,5801,5801,58.06,2041,2070,NA,5801.06,,,,,,,,,,,12,%,,
"Gombault et al., 2015",58,St. Lawrence,5801,5801,58.07,2041,2070,NA,5801.07,,,,,,,,,,,11,%,,
"Gombault et al., 2015",58,St. Lawrence,5801,5801,58.08,2041,2070,NA,5801.08,,,,,,,,,,,12,%,,
"Gombault et al., 2015",58,St. Lawrence,5801,5801,58.09,2041,2070,NA,5801.09,,,,,,,,,,,7,%,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.02,2031,2040,NA,12301.02,,,,,,,,,,,9,%,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.04,2031,2040,NA,12301.04,,,,,,,1.9,deltaC,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.06,2031,2040,NA,12301.06,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.07,2031,2040,NA,12301.07,,,,,,,2,deltaC,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.1,2031,2040,NA,12301.1,,,,,,,,,,,24,%,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.12,2031,2040,NA,12301.12,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.13,2031,2040,NA,12301.13,,,,,,,2.5,deltaC,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.14,2031,2040,NA,12301.14,,,,,,,,,,,15,%,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.18,2031,2040,NA,12301.18,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.19,2041,2050,NA,12301.19,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.21,2041,2050,NA,12301.21,,,,,,,,,,,-1,%,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.24,2041,2050,NA,12301.24,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.25,2041,2050,NA,12301.25,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.3,2041,2050,NA,12301.3,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.36,2041,2050,NA,12301.36,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.42,2051,2060,NA,12301.42,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.48,2051,2060,NA,12301.48,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.54,2051,2060,NA,12301.54,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.01,1971,2000,13801,13801.01,,,6.77,C,,,,,,,1121.3,mm,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.02,2041,2070,NA,13801.02,,,9.5,C,,,,,,,1145.6,mm,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.03,2041,2070,NA,13801.03,,,9.93,C,,,,,,,1250.7,mm,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.04,2041,2070,NA,13801.04,,,9.53,C,,,,,,,1226.2,mm,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.05,2041,2070,NA,13801.05,,,9.93,C,,,,,,,1177.6,mm,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.06,2041,2070,NA,13801.06,,,9.84,C,,,,,,,1244.4,mm,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.07,2041,2070,NA,13801.07,,,3,deltaC,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.01,2046,2065,NA,17201.01,Hamilton Airport,Take average of two climate stations for each hvar location.,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.02,2046,2065,NA,17201.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.01,2046,2065,NA,17201.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.02,2046,2065,NA,17201.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.01,2046,2065,NA,17202.01,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.02,2046,2065,NA,17202.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.01,2046,2065,NA,17202.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.02,2046,2065,NA,17202.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.01,2046,2065,NA,17203.01,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.02,2046,2065,NA,17203.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.01,2046,2065,NA,17203.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.02,2046,2065,NA,17203.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.01,2046,2065,NA,17204.01,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.02,2046,2065,NA,17204.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.01,2046,2065,NA,17204.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.02,2046,2065,NA,17204.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.01,2046,2065,NA,17205.01,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.02,2046,2065,NA,17205.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.01,2046,2065,NA,17205.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.02,2046,2065,NA,17205.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.01,2046,2065,NA,17206.01,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.02,2046,2065,NA,17206.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.01,2046,2065,NA,17206.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.02,2046,2065,NA,17206.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.01,2046,2065,NA,17207.01,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.02,2046,2065,NA,17207.02,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.01,2046,2065,NA,17207.01,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.02,2046,2065,NA,17207.02,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.01,2046,2065,NA,17101.01,Hamilton RBG,Take average of two climate stations for each hvar location.,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.04,2046,2065,NA,17101.04,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.05,2046,2065,NA,17101.05,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.02,2046,2065,NA,17101.02,Hamilton RBG,,,,,,0.34,deltaC,0.36,deltaC,-0.91,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.03,2046,2065,NA,17101.03,Hamilton RBG,,,,,,1.34,deltaC,1.4,deltaC,5.34,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.01,2046,2065,NA,17101.01,Hamilton Airport,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.04,2046,2065,NA,17101.04,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.05,2046,2065,NA,17101.05,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.02,2046,2065,NA,17101.02,Hamilton Airport,,,,,,0.36,deltaC,0.43,deltaC,-0.61,%,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.03,2046,2065,NA,17101.03,Hamilton Airport,,,,,,1.35,deltaC,1.56,deltaC,7.03,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.01,2046,2065,NA,17102.01,Hamilton RBG,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.04,2046,2065,NA,17102.04,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.05,2046,2065,NA,17102.05,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.02,2046,2065,NA,17102.02,Hamilton RBG,,,,,,0.34,deltaC,0.36,deltaC,-0.91,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.03,2046,2065,NA,17102.03,Hamilton RBG,,,,,,1.34,deltaC,1.4,deltaC,5.34,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.01,2046,2065,NA,17102.01,Hamilton Airport,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.04,2046,2065,NA,17102.04,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.05,2046,2065,NA,17102.05,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.02,2046,2065,NA,17102.02,Hamilton Airport,,,,,,0.36,deltaC,0.43,deltaC,-0.61,%,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.03,2046,2065,NA,17102.03,Hamilton Airport,,,,,,1.35,deltaC,1.56,deltaC,7.03,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.01,2046,2065,NA,17103.01,Hamilton RBG,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.04,2046,2065,NA,17103.04,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.05,2046,2065,NA,17103.05,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.02,2046,2065,NA,17103.02,Hamilton RBG,,,,,,0.34,deltaC,0.36,deltaC,-0.91,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.03,2046,2065,NA,17103.03,Hamilton RBG,,,,,,1.34,deltaC,1.4,deltaC,5.34,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.01,2046,2065,NA,17103.01,Hamilton Airport,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.04,2046,2065,NA,17103.04,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.05,2046,2065,NA,17103.05,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.02,2046,2065,NA,17103.02,Hamilton Airport,,,,,,0.36,deltaC,0.43,deltaC,-0.61,%,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.03,2046,2065,NA,17103.03,Hamilton Airport,,,,,,1.35,deltaC,1.56,deltaC,7.03,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.01,2046,2065,NA,17104.01,Hamilton RBG,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.04,2046,2065,NA,17104.04,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.05,2046,2065,NA,17104.05,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.02,2046,2065,NA,17104.02,Hamilton RBG,,,,,,0.34,deltaC,0.36,deltaC,-0.91,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.03,2046,2065,NA,17104.03,Hamilton RBG,,,,,,1.34,deltaC,1.4,deltaC,5.34,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.01,2046,2065,NA,17104.01,Hamilton Airport,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.04,2046,2065,NA,17104.04,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.05,2046,2065,NA,17104.05,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.02,2046,2065,NA,17104.02,Hamilton Airport,,,,,,0.36,deltaC,0.43,deltaC,-0.61,%,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.03,2046,2065,NA,17104.03,Hamilton Airport,,,,,,1.35,deltaC,1.56,deltaC,7.03,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.01,2046,2065,NA,17105.01,Hamilton RBG,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.04,2046,2065,NA,17105.04,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.05,2046,2065,NA,17105.05,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.02,2046,2065,NA,17105.02,Hamilton RBG,,,,,,0.34,deltaC,0.36,deltaC,-0.91,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.03,2046,2065,NA,17105.03,Hamilton RBG,,,,,,1.34,deltaC,1.4,deltaC,5.34,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.01,2046,2065,NA,17105.01,Hamilton Airport,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.04,2046,2065,NA,17105.04,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.05,2046,2065,NA,17105.05,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.02,2046,2065,NA,17105.02,Hamilton Airport,,,,,,0.36,deltaC,0.43,deltaC,-0.61,%,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.03,2046,2065,NA,17105.03,Hamilton Airport,,,,,,1.35,deltaC,1.56,deltaC,7.03,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.01,2046,2065,NA,17106.01,Hamilton RBG,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.04,2046,2065,NA,17106.04,Hamilton RBG,,,,,,2.5,deltaC,2.56,deltaC,15.15,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.05,2046,2065,NA,17106.05,Hamilton RBG,,,,,,3.25,deltaC,2.6,deltaC,16.63,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.02,2046,2065,NA,17106.02,Hamilton RBG,,,,,,0.34,deltaC,0.36,deltaC,-0.91,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.03,2046,2065,NA,17106.03,Hamilton RBG,,,,,,1.34,deltaC,1.4,deltaC,5.34,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.01,2046,2065,NA,17106.01,Hamilton Airport,,,,,,3.1,deltaC,3.62,deltaC,3.98,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.04,2046,2065,NA,17106.04,Hamilton Airport,,,,,,2.42,deltaC,2.58,deltaC,14.71,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.05,2046,2065,NA,17106.05,Hamilton Airport,,,,,,2.85,deltaC,2.17,deltaC,15.42,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.02,2046,2065,NA,17106.02,Hamilton Airport,,,,,,0.36,deltaC,0.43,deltaC,-0.61,%,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.03,2046,2065,NA,17106.03,Hamilton Airport,,,,,,1.35,deltaC,1.56,deltaC,7.03,%,,
"Simonovic & Li, 2004",166,Nelson River,16601,16601,166.01,2000,2099,16601,16601.01,Assiniboine River,"Shellmouth dam (16601) - Assiniboine River
Ste. Agathe (16602) - upstream of floodway Red River (mid/down)
Floodway entrance (16603) - downstream Red River",,,,,,,,,558,mm,,
"Simonovic & Li, 2004",166,Nelson River,16601,16601,166.02,2000,2099,NA,16601.02,Assiniboine River,,,,,,,,,,630.2,mm,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,16602.01,Red River Downstream,Average all Red River locations for each Red River hvar location.,,,,,,,,,908.1,mm,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,16602.02,Red River Downstream,,,,,,,,,,1080.9,mm,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,16602.01,Red River Middle Section,,,,,,,,,,720.9,mm,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,16602.02,Red River Middle Section,,,,,,,,,,815.7,mm,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,16602.01,Red River Upstream ,,,,,,,,,,927.3,mm,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,16602.02,Red River Upstream ,,,,,,,,,,994.6,mm,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,16603.01,Red River Downstream,,,,,,,,,,908.1,mm,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,16603.02,Red River Downstream,,,,,,,,,,1080.9,mm,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,16603.01,Red River Middle Section,,,,,,,,,,720.9,mm,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,16603.02,Red River Middle Section,,,,,,,,,,815.7,mm,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,16603.01,Red River Upstream ,,,,,,,,,,927.3,mm,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,16603.02,Red River Upstream ,,,,,,,,,,994.6,mm,,
"Scibek & Allen, 2006",153,Pacific,15301,15301,153.01,2010,2039,NA,15301.01,,,,,,,,,,,,,,
"Scibek & Allen, 2006",153,Pacific,15301,15301,153.02,2040,2069,NA,15301.02,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.01,2041,2070,NA,16501.01,,,2.6,deltaC,,,,,,,11.2,%,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.02,2041,2070,NA,16501.02,,,2.6,deltaC,,,,,,,15.3,%,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.03,2041,2070,NA,16501.03,,,2.2,deltaC,,,,,,,15.5,%,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.04,2041,2070,NA,16501.04,,,2.4,deltaC,,,,,,,15,%,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.01,2041,2070,NA,16502.01,,,2.6,deltaC,,,,,,,4.5,%,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.02,2041,2070,NA,16502.02,,,2.6,deltaC,,,,,,,10.1,%,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.03,2041,2070,NA,16502.03,,,2.2,deltaC,,,,,,,15,%,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.04,2041,2070,NA,16502.04,,,2.3,deltaC,,,,,,,9.4,%,,
"Saha & Quinn, 2020",303,Great Slave Lake,30301,30301,303.01,2000,2012,30301,30301.01,,,,,,,,,,,,,,
"Saha & Quinn, 2021",303,Great Slave Lake,30301,30301,303.02,2021,2036,NA,30301.02,,,,,,,,,,,,,,
"Saha & Quinn, 2022",303,Great Slave Lake,30301,30301,303.03,2021,2036,NA,30301.03,,,,,,,,,,,,,,
"Saha & Quinn, 2020",303,Great Slave Lake,30302,30302,303.01,2000,2012,30302,30302.01,,"Cvar given for whole study area (repeated for 30301, 30302)",,,,,,,,,,,,
"Saha & Quinn, 2021",303,Great Slave Lake,30302,30302,303.02,2021,2036,NA,30302.02,,,,,,,,,,,,,,
"Saha & Quinn, 2022",303,Great Slave Lake,30302,30302,303.03,2021,2036,NA,30302.03,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305,1961,1990,30501,30501,,"Cvar given for whole study area; repeated for 30502, 30503 (subbasins)",,,,,,,,,892,mm,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305.01,2010,2039,NA,30501.01,,,,,,,,,,,917,mm,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305.02,2040,2069,NA,30501.02,,,,,,,,,,,1015,mm,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305.03,2070,2099,NA,30501.03,,,,,,,,,,,1107,mm,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305,1961,1990,30502,30502,,,,,,,,,,,892,mm,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305.01,2010,2039,NA,30502.01,,,,,,,,,,,917,mm,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305.02,2040,2069,NA,30502.02,,,,,,,,,,,1015,mm,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305.03,2070,2099,NA,30502.03,,,,,,,,,,,1107,mm,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305,1961,1990,30503,30503,,,,,,,,,,,892,mm,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305.01,2010,2039,NA,30503.01,,,,,,,,,,,917,mm,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305.02,2040,2069,NA,30503.02,,,,,,,,,,,1015,mm,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305.03,2070,2099,NA,30503.03,,,,,,,,,,,1107,mm,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306,1970,1999,30601,30601,,,,,,,,,,,2.9,mm/day,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306.01,2070,2099,NA,30601.01,,,,,,,,,,,3.21,mm/day,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306.02,2070,2099,NA,30601.02,,,,,,,,,,,3.2,mm/day,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306.03,2070,2099,NA,30601.03,,,,,,,,,,,2.95,mm/day,,
"Brennan et al., 2018",308,St. Lawrence,30801,30801,308.01,2041,2080,NA,30801.01,,,,,,,,,,,17,%,,
"Brennan et al., 2018",308,St. Lawrence,30801,30801,308.02,2041,2080,NA,30801.02,,,,,,,,,,,25,%,,
"Foster & Allen, 2015",318,Pacific,31801,31801,318.01,2070,2099,NA,31801.01,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.01,2041,2070,NA,31701.01,,,1.03,deltaC,,,,,,,4,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.02,2041,2070,NA,31701.02,,,2.04,deltaC,,,,,,,17,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.03,2041,2070,NA,31701.03,,,3.28,deltaC,,,,,,,7,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.04,2041,2070,NA,31701.04,,,1.22,deltaC,,,,,,,-1,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.05,2041,2070,NA,31701.05,,,2.17,deltaC,,,,,,,7,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.06,2041,2070,NA,31701.06,,,2.94,deltaC,,,,,,,14,%,,
